year,Country Type,Country/City,"Average National Exam Score: Junior Secondary Level (out of 100, available only in district level for 2009)","Average National Exam Score: Primary Level (out of 100, available only in district level for 2009)","Average National Exam Score: Senior Secondary Level (out of 100, available only in district level for 2009)",Education function expenditure (in IDR),Human Development Index,Monthly Per Capita Household Education Expenditure (in IDR),Net Enrollment Ratio: Junior Secondary (in %),Net Enrollment Ratio: Primary (in %),Net Enrollment Ratio: Senior Secondary (in %),Number of schools at junior secondary level,Number of schools at primary level,Number of schools at Senior Secondary level,"Number of Student: Junior Secondary Level (in number of people, 2009 data only)","Number of Student: Primary Level (in number of people, 2009 data only)","Number of Student: Senior Secondary Level (in number of people, 2009 data only)","Number of Teacher: Junior Secondary Level (in number of people, 2009 data only)","Number of Teacher: Primary Level (in number of people, 2009 data only)","Number of Teacher: Senior Secondary Level (in number of people, 2009 data only)",Total Specific Allocation Grant for Education (in IDR Billion)
1981,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,69.4,1617.0,59.76,92.98,32.44,601.0,3630.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,2138.0,65.91,93.59,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,2641.0,58.28,93.18,36.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,65.3,2710.0,60.02,94.31,36.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,3652.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,54759388537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,319628902131.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,299828987805.0,0.0,7002.0,78.74,95.36,61.63,685.0,3633.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,271648062147.0,68.7,5942.0,79.98,95.88,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,255896265994.0,69.05,0.0,0.0,0.0,0.0,757.0,3560.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,267574193146.0,69.41,10024.0,78.39,95.48,57.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,214051722842.0,70.3499999999999,9634.0,76.36,95.73,61.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,752800000000.0,70.76,0.0,76.56,96.05,62.02,530.0,1944.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,1434703866511.0,71.31,18788.0,77.41,96.95,62.11,0.0,0.0,0.0,74078.0,586763.0,67464.0,13777.0,37183.0,11127.0,0.0
2010,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,922635119736.0,71.7,16727.0,78.58,97.31999999999991,62.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,962257942805.0,72.16,20174.0,74.76,92.56999999999991,61.44,1152.0,3894.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,945800000000.0,72.51,23303.0,78.84,94.6,61.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,73.05,23437.7,82.585571,96.98496999999999,63.31365600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,26905.87,85.2,97.8,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,85.55,97.99,69.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,85.73,98.16,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Prop.,Nanggroe Aceh Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kab,Natuna,0.0,0.0,0.0,44091026753.0,0.0,2950.0,53.64,93.92,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kab,Natuna,0.0,0.0,0.0,43252719623.0,0.0,3930.0,55.52,94.14,45.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kab,Natuna,0.0,0.0,0.0,24077483168.0,0.0,5038.0,47.19,93.64,32.38,30.0,114.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Kab,Natuna,0.0,0.0,0.0,10942200676.0,67.65669,8761.0,60.2,95.92,35.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Kab,Natuna,0.0,0.0,0.0,57664851665.0,68.39639,7370.0,51.34,90.08,43.77,24.0,128.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Kab,Natuna,0.0,0.0,0.0,83473852463.0,69.02386,7901.0,61.4,97.17,42.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92
2007,Kab,Natuna,0.0,0.0,0.0,129417192352.0,69.3572499999999,6407.0,71.44,94.83,48.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55899999999999
2008,Kab,Natuna,0.0,0.0,0.0,170700000000.0,69.80555,0.0,75.33,93.25,35.56,25.0,93.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.864
2009,Kab,Natuna,65.48965,61.34316,65.29097,138324763850.0,0.0,20993.0,55.31,96.47,69.41,0.0,0.0,0.0,1735.0,10648.0,1558.0,330.0,1301.0,303.0,10.864
2010,Kab,Natuna,0.0,0.0,0.0,155100585749.0,0.0,18603.0,73.97,93.58,64.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kab,Natuna,0.0,0.0,0.0,205505169534.0,71.26,16699.0,74.38,92.44,60.0,31.0,80.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kab,Natuna,0.0,0.0,0.0,184000000000.0,0.0,28242.0,81.39,96.33,67.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kab,Natuna,0.0,0.0,0.0,0.0,72.25,22550.67,73.822342,97.47288499999999,70.774734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,25478.34,86.08,98.41,75.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,78.47,99.22,73.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,90.45,97.29,74.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kab,Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Kab,Nduga,0.0,0.0,0.0,0.0,47.4539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,Kab,Nduga,72.075,0.0,0.0,8226304527.0,0.0,4653.0,4.01,6.6,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,8112.0,8.96,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kab,Nduga,0.0,0.0,0.0,69728125395.0,63.71,3326.0,3.76,13.3,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kab,Nduga,0.0,0.0,0.0,66550000000.0,0.0,4761.0,4.44,21.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kab,Nduga,0.0,0.0,0.0,0.0,49.29,4289.76,13.595868,24.291151,0.79756039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,5951.72,18.39,34.96,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,24.82,55.08,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kab,Nduga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,1086.0,36.95,94.0,13.37,62.0,601.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,1466.0,30.54,92.43,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,1651.0,35.33,91.36,10.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,2028.0,42.0,93.52,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kab,Ngada,0.0,0.0,0.0,0.0,0.0,1496.0,24.26,91.01,13.71,69.0,597.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
