year,Country Type,Country/City,Agriculture function expenditure (in IDR),Capital expenditure (in IDR),Economy function expenditure (in IDR),Education function expenditure (in IDR),Environment function expenditure (in IDR),General administration function expenditure (in IDR),Goods and services expenditure (in IDR),Health function expenditure (in IDR),Household per capita expenditure (in IDR),Housing and public facilities function expenditure (in IDR),Others expenditure (in IDR),Personnel expenditure (in IDR),"Public, law and order function expenditure (in IDR)",Religious function expenditure (in IDR),Social protection function expenditure (in IDR),Total Expenditure (in IDR),Total GDP based on expenditure (in IDR Million),Tourism and culture function expenditure (in IDR)
2009,Kab,Barru,23224197688.0,402653479856.1,5522348043.0,154640473010.0,3800511648.0,122003910309.0,55173310233.0,45990767417.0,377335.0,0.0,15481359834.0,205959150921.0,3807452183.0,0.0,1773430971.0,679267300844.0,0.0,4161353449.0
2010,Kab,Barru,19173278771.0,99539115074.0,4559453705.0,157008350717.0,3626630363.0,101912870711.0,44169498893.0,33577044060.0,382743.0,0.0,25194054099.0,222099340191.0,2493902841.0,0.0,1560079975.0,391002008257.0,0.0,3070307680.0
2011,Kab,Barru,27702804884.0,157856053955.0,3867609323.0,223337543174.0,2286424822.0,90816753734.0,61676658458.0,44665511598.0,497257.0,0.0,18754483196.0,279479540597.0,2556745628.0,0.0,2066701807.0,517766736206.0,0.0,2257107910.0
2012,Kab,Barru,25030607348.0,107619000000.0,4878521804.0,246096973820.0,2531922550.0,107972174209.0,73470870396.0,64972095847.0,501459.0,0.0,24082860484.0,312835000000.0,4848255886.0,0.0,3526330182.0,518007730880.0,0.0,3801044879.0
2001,Kota,Batam,4514705162.0,67915878636.0,5471678094.0,23448624935.0,4590615706.0,162862365472.0,96309245953.0,12432890594.0,393170.0,15926115123.0,47672236528.0,66414926853.0,6103627000.0,997305672.0,1958109996.0,278312287970.0,0.0,4197718353.0
2002,Kota,Batam,2930205947.0,83136993899.0,28154117132.0,40448758829.0,8747695406.0,185368485270.0,124101282748.0,18998646217.0,439116.0,23735402578.0,58260940681.0,89422460047.0,4759656640.0,1528298941.0,2212456296.0,354921677375.0,0.0,5235186347.0
2004,Kota,Batam,5551883286.0,40679460020.0,13339653476.0,48138379091.0,19432416629.0,222607943776.0,154385933354.0,17912525013.0,491445.0,21065554762.0,29968819420.0,144028231682.0,0.0,0.0,3373508948.0,369062444475.0,0.0,6011752239.0
2006,Kota,Batam,6801402076.0,91414479096.0,18116568812.0,99927457811.0,30596515092.0,262126332048.0,174338710066.0,32642233406.0,573945.0,59733201412.0,42406757788.0,228470799784.0,0.0,0.0,3268888325.0,536630746734.0,0.0,8996433534.0
2007,Kota,Batam,11528052848.0,183561225270.0,24564346835.0,173140343000.0,36350530964.0,310500793577.0,224662858272.0,66346285332.0,662853.0,111269948669.0,59177345000.0,328692121687.0,18218024409.0,0.0,8060726395.0,796093550229.0,0.0,15865592519.0
2010,Kota,Batam,0.0,289369294009.0,0.0,0.0,0.0,0.0,262968813523.0,0.0,861838.0,0.0,75266919050.0,584291141494.0,0.0,0.0,0.0,1211896168077.0,0.0,0.0
2011,Kota,Batam,22190700126.0,139952358506.0,29853455279.0,357307821059.0,64873134362.0,412921145788.0,302628674474.0,142696410044.0,1060895.0,9575323045.0,93553456251.0,660570574023.0,26156363301.0,0.0,16616215273.0,1196705063255.0,0.0,8812746615.0
2012,Kota,Batam,28399475983.0,242456000000.0,32481322608.0,419062398576.0,82135367722.0,399760959605.0,371726000000.0,185204185422.0,1218423.0,35281312772.0,29020000000.0,735198000000.0,30447702982.0,0.0,25179629852.0,1378400000000.0,0.0,30439221617.0
2001,Kab,Batang,6663820392.0,33596532915.0,9337844928.0,83595427120.0,823983750.0,40508845877.0,29393059804.0,14178921878.0,101559.0,6475110011.0,12162452523.0,110757645252.0,373385000.0,3705217146.0,404015485.0,185909690493.0,0.0,761453629.0
2002,Kab,Batang,7456612580.0,37402099273.0,9370484713.0,86344611161.0,1712585200.0,52127811602.0,41880797600.0,17152360294.0,133632.0,6791925574.0,19014098488.0,116775591727.0,545319500.0,1828647988.0,475765000.0,215072587087.0,0.0,2577887408.0
